Cultural Trails and Landmarks,Trails of the Kumeyaay (Mission Trails),32.819775 -117.056515,Mission Trails Regional Park encompasses 6^800 acres of both natural and developed recreational areas. The park is located eight miles northeast of downtown San Diego. The Nature Center has a display regarding the Kumeyaay^ an outside native plant garden with an Ewaa - a traditional Kumeyaay will dwelling^ and observant hikers will find slicks^ metates^ and grinding stones throughout the park. The Nature Center^ also^ provides a quick^ natural escape from the urban hustle and bustle.The park's theater shows the video "Trails of the Kumeyaay" upon request.,None,Visitor Center: 9-5,www.mtrp.org,
Cultural Trails and Landmarks,Tecolote Canyon Natural Park & Tecolote Nature Center,32.775504 -117.197475,Tecolote Canyon is a place that is rich with history as the Kumeyaay Indians found food and shelter in the canyon. The Tecolote Canyon Natural Park & Nature Center offers a variety of educational and recreational opportunities^ as well as Kumeyaay Cultural Programs. The Canyon has approximately 6.5 miles of trails for jogging^ walking and mountain biking. A Nature Center offers a host of exhibits on the animal and plant life of the Canyon.,None,Nature Center: T-S 9-4^ Su 9-2,http://www.sandiego.gov/park-and-recreation/parks/osp/tecolote/,
Higher Education,American Indian Studies at SDSU,32.771957 -177.072727,San Diego State University (SDSU) was founded in 1897 and is the largest education institution in San Diego County. SDSU has several Indigenous programs including: American Indian Studies^ the Amererican Indian Recruitment program^ Elymash Yuuchaap Indigenous Scholars and Leaders program^ and the Native American Student Alliance (NASA). SDSU's Love Library holds over 3^500 books and media^ and over 22^000 articles of dissertations regarding Native Americans.,None,N/A,,
Higher Education,CA Indian Culture and Sovereignty Center at CSUSM,33.129191 -117.159137,The CICSC's mission is to foster collaborative research and community service relationships between the faculty^ staff^ and students of CSUSM and members of local Tribal communities^ for the purpose of developing and conducting research projects that support the maintenance of sovereignty and culture within those communities. California State University San Marcos (CSUSM) was established in 1989 and has several American Indian programs including: the American Indian Student Alliance^ an American Indian Studies Department^ a Native Advisory Council^ Tribal Liaison and the California Indian Culture & Sovereignty Center. The annual San Diego American Indian Film Festival is also held on the campus of CSUSM. ,None,N/A,www.csusm.edu/cicsc,
Higher Education,Ethnic Studies at UCSD,32.875201 -117.235811,The Universiry of California^ San Diego (UCSD) is recognized as one of the top 15 research universities worldwide. There are two main Native groups on the UCSD campus. The Native American Council (NAC) representing staff^ faculty^ and students works to promote the Native American presence on the university's campus. The Native American Student Alliance (NASA) at UCSD is a Native student organization that focuses on the Native American communities^ culture^ and issues. NASA facilitates the education surrounding Native issues at UCSD^ while maintaining a community and a safe space for Native students on campus.,None,N/A, www.nativestudents.com,
Higher Education,Kumeyaay Community College,32.778118 -116.840099,Kumeyaay Community College is located on the Sycuan Reservation near El Cajon^ CA. The mission of Kumeyaay Community College is to promote a quality education for the Kumeyaay / Diegueno Nation^ California Native American Indians^ and other individuals interested in a unique and supportive educational experience. A primary focus of KCC is to strike a healthy balance between traditional Indigenous and Western systems of knowledge. For example^ KCC focuses on educational areas such as Kumeyaay language^ history^ ethnobotany^ and arts such as basketry and pottery.,None,Variable,www.kumeyaaycommunitycollege.com,
Higher Education,Palomar Community College,33.163027 -117.161768,Palomar College is a community college located in Northern San Diego County and was established in 1946. Palomar College has an American Indian Studies/American Studies department as well as a Native American Student Alliance. Palomar College often partners with local tribes to provide college credit courses in local Native languages and history within the tribal communities.,None,N/A,http://www2.palomar.edu/pages/ais/,
Higher Education,Sycuan Institute on Tribal Gaming,32.771957 -117.072727,As part of the L. Robert Payne School of Hospitality & Tourism Management at San Diego State University^ the Sycuan Institute on Tribal Gaming (SITG) focuses on research^ policy studies^ and education related to the area of tribal gaming management. The institute^ centered in the largest tribal gaming community in the world^ is geared toward studying tribal gaming within the broader industry of hospitality and tourism management.,None,N/A,http://htm.sdsu.edu/web/index.php/centers/sycuan,
Other Native Businesses,Native Dreams,32.840232 -116.708297,Natives Dreams is a day spa located in the Viejas Outlet Center. The spa offers a full-service salon including hair^ nail^ and skin care. Native Dreams is owned by Tangerine Risberg who is Taos Pueblo.,Varies,M-Sa 10am-7pm; Su 11am-6pm,www.nativedreamsalonspa.com,
Other Native Businesses,Pala Store,33.364978 -117.07429300000001,Located on the Pala Reservation^ and owned by a member of the Pala Band of Mission Indians^ the Pala Store is a complete market with full service deli. Established in 1897^ the Pala Store is the longest running business on the reservation.,Varies,M-Th 6-6^ F-Su 7:30-5,,
Other Native Businesses,Pala Tub,33.3654446 -117.07791079999998,Located on the Pala Reservation^ and owned by a member of the Pala Band of Mission Indians^ the Pala Tub is a state of the art laundromat facility. The Pala Tub features a smart touch value transfer machine and is open to the public.,Varies,8am-6pm,,
Other Native Businesses,Rik Mazzetti & Son Garage ,33.273502 -116.953657,Rik Mazzetti & Son Garage is owned by Rik Mazzetti who is a member of the Rincon Band of Luiseno Indians. The garage is a full service automotive repair facility located on the Rincon Reservation. They specialize in tune ups^ oil changes^ brake service^ air conditioning repair^ transmission repair^ car battery replacement^ vehicle alignment^ engine rebuilding^ and more. ,Varies,M-F 8-5; Sa 8-2,,
Other Native Businesses,Tafoya & Son,32.754594 -117.197802,Tafoya & Son specializes in providing unique handmade designs from the Indigenous people from the San Diego area. They carry a vast array of patterns from classic talavera pieces to the unique Batik styles of the Guerrero regions. Tafoya & Son  is owned by Christopher Tafoya who is a member of the Juaneno Band of Mission Indians - a California state recognized tribe. The Juaneno originally lived along the coast in areas that are now Orange and San Diego Counties.,Varies,M-Sa 10-6; Su 12- 5,www.tafoyajewelry.com,
Other Native Businesses,The San Diego House,32.754511 -117.197857,The San Diego House is one of San Diego's leading provider of importing coffee and tea that is of the highest quality. We take pride in our robust selection of coffee and tea including more than 400 loose leaf teas and 75 gourmet coffees that can be served in house or taken home to be brewed later. The San Diego House is owned by Christopher Tafoya who is a member of the Juaneno Band of Mission Indians - a California state recognized tribe. The Juaneno originally lived along the coast in areas that are now Orange and San Diego Counties.,Varies,Su-Th10-8; F&Sa 10-9,http://americanhousecoffeetea.com/,
Other Native Businesses,Weeping Buffalo Native Arts,32.733231 -117.14747499999998,Weeping Buffalo Native Arts is owned by Margaret Blackbear who is Cheyenne/Lakota/Blackfoot. Weeping Buffalo is a store focusing on traditional and contemporary plains arts and crafts. The store is located at the Balboa Park Spanish Village Studio 13 where the owner does mixed media art and beadwork. The owner also has a store in Jacumba^ CA approximately 70 miles west of Downtown San Diego. ,Varies,Sa-Su 11am-4pm,www.weepingbuffalonativearts.com,
Public Museums,Bonita Museum and Cultural Center,32.660987 -117.034594,The Bonita Museum was established as a 1987 Bonitafest function. The current library and museum were completed in November 2005. The museum continues to educate its visitors about the history of the Sweetwater Valley by changing exhibits and events. The society maintains a permanent collection which is also on view. The permanent collection contains Kumeyaay metates^ manos and pottery on display. ,None,W-Sa 10-4,www.bonitahistoricalsociety.org,
Public Museums,Centro Cultural de la Raza,32.727728 -117.14862700000003,The Centro Cultural de la Raza was founded in 1970 as a community center and alternative space that supports and celebrates Chicano^ Mexicano^ Latino^ and Indigenous art and culture in all its forms. The Centro encourages and facilitates artistic expression and cultural interchange in the San Diego/Tijuana region.,$5 suggested donation,T-Su 12-4,www.centroculturaldelaraza.com,
Public Museums,Chicano Park,32.700345 -117.14301999999998,Chicano Park was founded on April 22^ 1970 when the community of Barrio Logan and Chicano movement activists joined forces to protest the construction of a Highway Patrol station on the present site of the park. Protesters led by the Brown Berets^ community activists^ artists^ M.E.Ch.A. and others took over the site and faced police and bulldozers for days while negotiations took place that resulted in the land being given over for a community park. By claiming Chicano Park^ the descendants of the Aztecs the Chicano Mexicano people begin a project of historical reclamation. Located beneath the San Diego-Coronado Bridge in Barrio Logan^ a predominantly Mexican American and Mexican-immigrant community in central San Diego^ the park is home to the country's largest collection of outdoor murals^ 72 in total. Murals that appear at Chicano Park feature the American Indian Movement (AIM)^ Yaqui dancers^ and Aztec dancers to name a few.,None,N/A,www.chicano-park.com,
Public Museums,Heritage of the Americas Museum at Cuyamaca College,32.74294 -116.940651,The Heritage of the Americas Museum is located on the campus of Cuyamaca College in Rancho San Diego^ CA. The four wings of the museum take you on a journey through time: the Natural History Wing displays gem^ minerals^ fossils^ etc. from all over the world; the Archaeology Wing houses pre-Columbian artifacts from North^ Central and South America; the Anthropology Wing is filled with post-1492 artifacts from the Americas; and the Art Wing has an outstanding collection of contemporary Western art. The museum is an experience for all ages.,$3 Adults^ $2 Seniors^ Youth free,T-F 10-4; Sa 12-4,www.cuyamaca.edu/museum,
Public Museums,Kumeyaay-Ipai Interpretive Center of Pauwai ,32.954129 -117.055666,The Kumeyaay-Ipai Interpretive Center of Pauwai (Poway) is a five acre site rich in the local history of the Kumeyaay-Ipai Indian tribes. Follow the trails past ramadas^ interpretive signage^ native gardens and a replica of an 'ewaa (native Kumeyaay house). Morteros (grinding stones ) left by the original Kumeyaay inhabitants still remain on this historic site. Also visit the new Education Center to view artifacts and other interesting historical items and photos. ,None,Sa 9am-12pm,www.friendsofthekumeyaay.org,
Public Museums,San Diego Archaeological Center,33.089303 -116.980831,The San Diego Archaeological Center is a museum and curation facility^ housing artifacts used by the Indigenous people who have lived in San Diego County for the past 10^000 years. In addition to its role as a museum^ the Center serves as an education and research facility and is the only local organization dedicated to the study^ curation and exhibition of San Diego County archaelogical artifacts. The Center's exhibits change frequently and feature pottery^ stone tools and historic period artifacts.,$2 per person or $5 per family and Center Members receive free admission,M-F 9-4; Sa 10- 2,www.sandiegoarchaeology.org,
Public Museums,San Diego Children's Discovery Museum,33.124545 -117.082316,San Diego Children's Discovery Museum is a hands-on museum for children ages 0-10 to learn through play. SDCDM's exhibits and programs encourage children to explore^ imagine^ experiment^ and discover through hands-on science^ art^ and world cultures activities. The Museum has designated an area for Native California which includes a tule reed and willow branch home^ native plant garden^ and program space^ and plans to partner with local groups to further develop the Native California programs and activities.,Members free; $6 children & adults^ discount w/ military ID,Su-Sa 9:30-4:30,www.sdcdm.org,
Public Museums,San Diego History Center,32.730716 -117.148637,The San Diego History Center tells the diverse story of our region - past^ present and future - educating and enriching our community^ preserving our history and fostering civic pride. The History Center collections include artifacts and photographs that highlight the heritage of the Kumeyaay. A portion of the artifacts and photographs are on display in the permanent exhibit "San Diego: Place of Promise."  The collections include the Edward H. Davis Collection of Indian Photographs and Drawings^ 1900s-1940s.,$10 Adults^ $8 Seniors (65+)^ $6 Youth,10am-5pm Sun-Sat,www.sandiegohistory.org, 
Public Museums,San Diego Museum of Art,32.732101 -117.150531,The San Diego Museum of Art is a fine arts museum located in Balboa Park in San Diego^ CA and houses a broad collection with particular strength in Spanish^ Southest Asian^ and Modern art. The museum's art collection ranges from 5000 BC to the present. The museum recently expanded its holdings in the art of African^ Pacific^ and Native American cultures. ,$12 adults^ $9 seniors^ military^ youth $4.50 7-17; college students $8,M^ T^ Th^ F & S 10am-5pm; Su 12pm-5pm,www.sdmart.org,
Public Museums,San Diego Museum of Man,32.73152 -117.15234499999997,The San Diego Museum of Man is an anthropology museum located in Balboa Park^ San Diego^ CA and housed in the historic landmark buildings of the California Quadrangle. On the second floor^ the museum houses an exhibit entitled "Kumeyaay: Native Californians." This exhibit explores traditional Kumeyaay lifeways^ featuring the art of pottery and basket making^ food procurement^ dress and adornment^ traditional medicine^ games^ and ceremonies. Artifacts and photographs from the museum's collection highlight the rich cultural heritage of the Kumeyaay^ offering a glimpse of the life of the ancestors of today's present day people. The rotunda of the museum currently has an exhibit on Kumeyaay astrology with a graphical depiction of constellations. ,$12.50 adults; $10 seniors^ military^ students 13-17; $8 college; $6 youth 3-12; children 3 & under free,10am-5pm Daily,www.museumofman.org,
Public Museums,San Diego Natural History Museum,32.73162 -117.152377,The San Diego Natural History Museum is located in Balboa Park in San Diego^ CA. The museum was founded in 1874. The museum houses one exhibition about the Indigenous Peoples in the area entitled "Water: A California Story." This exhibition tells the story of the Kumeyaay's historical water use to the current use in the San Diego area. The exhibition^ located on Level 1^ features features photos^ maps^ video^ and hands-on activities^ natural history specimens^ live animals^ and more. ,$17 adults^ $15 seniors^ $12 military^ $11 youth 3-17,10am-5pm Daily,www.sdnhm.org,
Public Museums,The Junipero Serra Museum,32.7596781 -117.19347319999997,The Junipero Serra Museum^ located in Presidio Park^ is one of the most familiar landmarks in the City of San Diego and interprets the founding of the Royal Presidio of San Diego^ a National Historic Landmark. Exhibits^ artifacts and photographs from the collection of the San Diego History Center highlight the heritage of the Kumeyaay and their relationships with the City of San Diego through the mission system. Dedicated in 1929^ and built to house the collections of the San Diego Historical Society (today the San Diego History Center) the Serra Museum was commissioned by San Diego Businessman and Philanthropist George Marston and was designed by architect William Templeton Johnson. The Serra Museum is considered a prime example of Mission Revival architecture and remains the primary architectural feature of Presidio Park today.,$6 adults; $4 seniors^ military^ students; $3 youth 6-7; under 6 free,F-Su 10am-5pm,www.sandiegohistory.org/serra_museum.html,
Public Museums,The Water Conservation Garden,32.7429819 -116.94058319999999,The Water Comservation Garden  contains a Native Plant Garden^ which showcases not only  the plants that are  indigenous to the region^ but also many of the tools that the Native people in the area used to harvest their traditional foods and plants. At the Native Plant Garden^ children will enjoy griding acorns on the mano and metate.,Yes $3 adults^ $1 children (5-17),9am-4pm,www.thegarden.org,
Public Museums,Warner-Carrillo Ranch House Museum (SOHO),33.2455691 -116.67046909999999,The Warner Ranch House sits on the territorial homelands of the Cupeno people in what is now Warner Springs^ CA (Kupa). In 1844^ Governor Manuel Micheltorena granted 44^322 acres to Juan Jose Warner who built the Warner Ranch House. The Ranch House was the southern overland route into California^ and was a popular Stage stop enroute to San Francisco. The Warner's Ranch House was designated A Registered National Historic Landmark in 1962. The facility provides resources and presentations regarding the Cupeno people that lived in the area.,$5 Adults^ $4 Seniors^ $3 Children,Sat & Sun 12-4pm,http://www.sohosandiego.org/warners/visit.htm,
Public Museums,Women's Museum of California,32.7387073 -117.2122278,The Women's Museum of California is one of only five museums of women's history in the country. The mission of the Women's Museum of California is to educate and inspire present and future generations about the experiences and contributions of women by collecting^ preserving^ and interpreting the evidence of that experience. Past exhibitions include "Gifts of our Sisters - Lost and Found" a traveling exhibit about the lives of Kumeyaay women. From birthing rituals to puberty rites^ the Kumeyaay mark their life's milestones in unique ways. An upcoming exhibition in November 2015  will feature California Indigenous Women Artists.,$5 adults^ $3 seniors/students,12-4 W-Sun,www.womensmuseumca.org,
Spanish Missions,Mission Basilica San Diego de Alcala (Mission San Diego),32.784635 -117.10600099999999,Located in San Diego's Mission Valley area^ Mission San Diego de Alcala was bult in 1769 as the first Spanish mission in California. The Mission was only marginally successful in its attempts at converting the local Kumeyaay people. The Kumeyaay were so resistant to converting to Catholicism that not one conversion was recorded in the first year. This was in part because of food shortages at the mission^ the inability to provide the Natives with promised clothing^ the ability of the Kumeyaay to freely enter and exit the mission^ but mainly due to the Kumeyaay's spirit of independence. In 1775^ after strained relationships between Spanish soldiers^ missionaries^ and the Natives^ several hundred Kumeyaay launched an attack on the Mission^ destroying it by fire. The mission was rebuilt the following year in 1776. Initially^ Missions were established by Spanish missionaries because the Spanish misunderstood Native culture and ways of life as uncivilized and felt the only way to civilize them was to convert them to Catholicism. Each Mission experience was different and changed through the years. Many missions in the beginning^ enslaved the local indigenous peoples^ while later^ some missions were seen by the Natives as a peaceful place where they had access to community^ food^ and education. Today^ many Native people continue to use the Missions as a place of worship and a notable place of history and culture^ while others see the missions as a painful part of their history which contributed to the genocide of indigenous peoples. With respect to all viewpoints^ the Spanish Missions played an important part of the Indigenous history of the San Diego region. This site has not agreed to participate in the development of the Indigenous San Diego App; information has been independently obtained from public sources.,None,M-Su 9-4:30,www.missionsandiego.org,
Spanish Missions,Mission San Antonio de Pala Asistencia (Mission Pala),33.366399 -117.072944,Mission San Antonio de Pala was established by Father Antonio Peyri in 1816 as one of the "asistencias^" an extension or sub-mission to Missions San Luis Rey de Francia in Oceanside. Located in Pala on the Pala Reservation^ the mission sits near the Pala Tribe's Education and youth centers and the Vivian Banks Elementary School. The Mission is used today as a church for both the Native and non-Native communities. San Antonio de Pala is the only surviving asistencia that still serves its original Native population. Initially^ Missions were established by Spanish missionaries because the Spanish misunderstood Native culture and ways of life as uncivilized and felt the only way to civilize them was to convert them to Catholicism. Each Mission experience was different and changed through the years. Many missions in the beginning^ enslaved the local indigenous peoples^ while later^ some missions were seen by the Natives as a peaceful place where they had access to community^ food^ and education. Today^ many Native people continue to use the Missions as a place of worship and a notable place of history and culture^ while others see the missions as a painful part of their history which contributed to the genocide of indigenous peoples. With respect to all viewpoints^ the Spanish Missions played an important part of the Indigenous history of the San Diego region. This site has not agreed to participate in the development of the Indigenous San Diego App; information has been independently obtained from public sources.,None,W-F 9-4^ Sa 9-5^ Su 9-2,www.missionsanantonio.org,
Spanish Missions,Mission San Luis Rey de Francia,33.23268 -117.31941499999999,Located in Oceanside^ CA^ Mission San Luis Rey was founded in 1798. During this period^ the missionaries imposed the name San Luiseno^ or Luiseno^ on the local Indigenous inhabitants of the land. The mission was more successful than the Mission San Diego de Alcala at converting the local Luiseno villages to Catholicism due to the agricultural success of the area and its ability to produced large quantity of foods for the Indigenous populations. Unfortunately^ many Luiseno people suffered and died as a result of the European diseases^ forced labor and loss of the way of life due to relocation and conversion to Catholicism. Luiseno people during this time were also forced into servitude^ slavery or imprisonment for not complying with the Spanish Mission system. Initially^ Missions were established by Spanish missionaries because the Spanish misunderstood Native culture and ways of life as uncivilized and felt the only way to civilize them was to convert them to Catholicism. Each Mission experience was different and changed through the years. Many missions in the beginning^ enslaved the local indigenous peoples^ while later^ some missions were seen by the Natives as a peaceful place where they had access to community^ food^ and education. Today^ many Native people continue to use the Missions as a place of worship and a notable place of history and culture^ while others see the missions as a painful part of their history which contributed to the genocide of indigenous peoples. With respect to all viewpoints^ the Spanish Missions played an important part of the Indigenous history of the San Diego region. This site has not agreed to participate in the development of the Indigenous San Diego App; information has been independently obtained from public sources.,Museum $5,Su-Sa 7-5^ Museum 10-4:30,www.sanluisrey.org,
Spanish Missions,Santa Ysabel Asistencia,33.130696 -116.67810600000001,Also known as the "Church of the Desert^" the Mission Santa Ysabel Asistencia was founded in 1818 as an extension of Mission San Diego de Alcala and is located on the Santa Ysabel Reservation. Santa Ysabel Mission had a higher-than-average conversion rate when compared to the other California missions. By 1822^ there were approximately 450 new converts consisting of both Luiseno and Diegueno peoples. Santa Ysabel Asistencia sits in one of the most serene locations in San Diego County. The Mission consists of a chapel^ museum^ Indian cemetery^ and gift shop. Mission Santa Ysabel is California Registered Historical Landmark No. 369. Initially^ Missions were established by Spanish missionaries because the Spanish misunderstood Native culture and ways of life as uncivilized and felt the only way to civilize them was to convert them to Catholicism. Each Mission experience was different and changed through the years. Many missions in the beginning^ enslaved the local indigenous peoples^ while later^ some missions were seen by the Natives as a peaceful place where they had access to community^ food^ and education. Today^ many Native people continue to use the Missions as a place of worship and a notable place of history and culture^ while others see the missions as a painful part of their history which contributed to the genocide of indigenous peoples. With respect to all viewpoints^ the Spanish Missions played an important part of the Indigenous history of the San Diego region. This site has not agreed to participate in the development of the Indigenous San Diego App; information has been independently obtained from public sources.,None,7:30am-3pm,http://missiontour.org/sandiego/asistencia.htm,
Tribal Lands,Barona Band of Mission Indians Reservation,32.942105 -116.855939,In 1932^ without a homeland but with some federal monies allotted from the sale of the Capitan Grande Reservation^ a group of the Capitan Grande tribal members purchased the Barona Ranch which today is the Barona Indian Reservation near Lakeside^ about 30 miles northeast of San Diego. For many years living without electricity and other services^ the tribal members tried to create a living through the ranch and farming. Barona now runs a successful Casino^ Resort^ and Golf Course^ and is home to the Barona Cultural Center.The Barona Band of Mission Indians come from the Ipai-Tipai (Diegueno) language group. The population is 536^ and their reservation is 5^664 acres. ,None,N/A,http://www.barona-nsn.gov,
Tribal Lands,Campo Band of Kumeyaay Indians Reservation,32.662084 -116.370444,The Campo Reservation is located approximately 63 miles southeast of Downtown San Diego atop the Laguna Mountains. The Campo Band of Kumeyaay Indians come from the Kumeyaay (Diegueno) language group. The Kumeyaay's historic territory reached from northern San Diego County to the Salton Sea and 50 miles into Baja California. The population of the Band is 351^ and their reservation is 15^336 acres. Campo now runs the Golden Acorn Casino and Travel Center off of Interstate 8. Other economic development projects include Campo Materials and Kumeyaay Wind.,None,N/A,http://www.campo-nsn.gov,
Tribal Lands,Capitan Grande Reservation,32.925983 -116.729328,This 15^615 acre reservation is uninhabited and held in trust by the Federal Government for both the Viejas and Barona Bands of the Kumeyaay nation near Laguna-Pine Valley^ CA. The Capitan Grande Reservation once housed the families of the entire Capitan Grande Band of Diegeno Mission Indians. When the city forcibly purchased the Capitan Grande Canyon to create the El Capitan Reservoir in 1931^ the resident families were displaced. The Baron-Long families ultimately were moved to the Viejas Ranch (now Viejas Reservation) and the Coapan Band were moved to the Barona Ranch (now Barona Reservation).This reservation currently serves as an Ecological Preserve.,None,N/A,N/A,
Tribal Lands,Ewiiaapaayp Band of Kumeyaay Indians Reservation,32.910709 -116.743752,The Ewiiaapaayp Band of Kumeyaay Indians^ formerly known as the Cuyapaipe Community of Diegueno Mission Indians of the Cuyapaipe Reservation^ is a federally recognized tribe of Kumeyaay Indians^ who are sometimes known as Mission Indians. The main reservation was created in 1891 by the US Congress. The main Ewiiaapaayp Reservation is 4^102 acres^ and the other parcel is 10 acres. Only one percent of the larger parcel is arable^ so there are no public utilities are available on this parcel. Because of the inaccessibility to the land^ many Ewiiaapaayp families moved and enrolled in other Kumeyaay tribes. Ewiiaapaayp also have trust land near Alpine^ CA which is leased to the Southern Indian Health Council. ,None,N/A,www.sctca.net/ewiiaapaayp-band-kumeyaay-indians,
Tribal Lands,Iipay Nation of Santa Ysabel Reservation,33.158375 -116.66752,The Santa Ysabel Reservation is located about 40 miles east of Escondido^ on Highway 76^ south of Los Coyotes Reservation. Santa Ysabel is situated on the slopes of the Volcan Mountains^ at nearly 4^500 feet. The rugged^ wooded area provides a sense of solitude for the reservation's residents. Nearby the Iipay Nation's reservation is the Santa Ysabel Mission^ museum^ and cemetery.,None,N/A,www.iipaynation-nsn.com,
Tribal Lands,Inaja Band of Diegueno Mission Indians Reservation,33.010046 -116.644743,The Inaja-Cosmit Reservation is located 36 miles northeast of Downtown San Diego. The tribal lands consist of two parcels of rather remote and somewhat inaccessible land at the base of Cuyamaca Peak. Deep winter snows and a lack of facilities make these locations inhospitable to all but the hardiest. The Inaja-Cosmits are governed by a tribal chairperson^ and they maintain a tribal office in Escondido^ California. Members of the Inaja-Cosmit Band belong to the Kumeyaay Nation. Tribal lands of the Kumeyaay Nation extend from San Diego and Imperial Counties in California to territories 60 miles south of the Mexican border. The Kumeyaays are members of the Yuman-language branch of the Hokan linguistic group. ,None,N/A,http://www.sctca.net/inaja-cosmit-band-indians,
Tribal Lands,Jamul Indian Village Reservation,32.703303 -116.867127,Jamul Indian Village of California is one of thirteen Bands of the Kumeyaay Nation federally recognized as a sovereign nation.  The Village is located approximately 20 miles east of downtown San Diego on State Route 94.  The small reservation will be the home of the $360 million Hollywood Casino Jamul^ which is currently under construction and slated to open in 2016.  The  St. Francis of Xavier Church^ built circa 1900^ is adjacent to the Jamul Indian Village.,None,N/A,www.jamulindianvillage.com,
